id,category,tripleset_size,tripleset,lexicalisations,prediction_gpt-3.5-turbo-0613,bleu_nltk_gpt-3.5-turbo-0613,meteor_gpt-3.5-turbo-0613,execution_time_gpt-3.5-turbo-0613
1583,Scientist,4,"[{'object': '1776-02-18', 'property': 'deathDate', 'subject': 'Lady_Anne_Monson'}, {'object': 'Kingdom_of_England', 'property': 'birthPlace', 'subject': 'Lady_Anne_Monson'}, {'object': 'George_Monson', 'property': 'spouse', 'subject': 'Lady_Anne_Monson'}, {'object': 'Botany', 'property': 'professionalField', 'subject': 'Lady_Anne_Monson'}]","['Lady Anne Monson was born in England and died on February 18th, 1776. She was a botanist and was married to George Monson.', 'Lady Anne Monson was born in the Kingdom of England and died on February 18, 1776. She was married to George Monson and worked professionally in the field of botany.', 'Lady Anne Monson, born in England, was a botanist. She was married to George Monson and died on February 18, 1776.']","Lady Anne Monson was born in the Kingdom of England. She died on February 18, 1776. Her spouse was George Monson. She was associated with the professional field of Botany.",0.44760066149551625,0.6738292011019285,1.5346519947052002
1584,MusicalWork,4,"[{'object': '230.05', 'property': 'runtime', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'United_States', 'property': 'recordedIn', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'St._Louis,_Missouri', 'property': 'recordedIn', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Squeeze_(The_Velvet_Underground_album)', 'property': 'precededBy', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}]","[""Bootleg Series Volume 1: The Quine Tapes was recorded in St. Louis, Missouri, United States and has a runtime of 230.05 minutes. It was preceded by the Velvet Underground's Squeeze."", ""The Bootleg Series Volume I: The Quine Tapes was recorded in St. Louis, Missouri, United States and has a runtime of 230.05 minutes. It was preceded by the Velvet Underground's Squeeze."", 'Album The Bootleg Series Volume I: The Quine Tapes has a runtime of 230.05 minutes and was recorded in St. Louis Missouri, USA. This album was preceded by the album Squeeze.']","The album ""Bootleg Series Volume 1: The Quine Tapes"" has a runtime of 230.05 minutes. It was recorded in the United States and specifically in St. Louis, Missouri. The album is preceded by ""Squeeze"" by The Velvet Underground.",0.38961881611649196,0.7586749188311689,3.062802791595459
1585,Company,2,"[{'object': 'Swords,_Dublin', 'property': 'location', 'subject': 'Trane'}, {'object': '""County Manager""', 'property': 'leaderTitle', 'subject': 'Swords,_Dublin'}]","['The location of Trane is Swords Dublin where the County Manager is leader.', 'The title of the leader of Swords, Dublin, where Trane is located, is County Manager.', 'Trane is located in Swords, Dublin, where the leader title is called ""County Manager.""']","Trane is located in Swords, Dublin. The leader of Swords, Dublin holds the title of ""County Manager"".",0.33599730590055277,0.4083570750237417,1.0121726989746094
1586,Scientist,1,"[{'object': 'Bondareva–Shapley_theorem', 'property': 'knownFor', 'subject': 'Olga_Bondareva'}]","['Olga Bondareva is known for Bondareva-Shapley theorem.', 'Olga Bondareva is known for the Bondareva-Shapley theorem.']",Olga Bondareva is known for the Bondareva-Shapley theorem.,1.0,0.9990234375,0.9174387454986572
1587,Artist,2,"[{'object': 'Twilight_(band)', 'property': 'associatedBand/associatedMusicalArtist', 'subject': 'Aaron_Turner'}, {'object': 'Electric_guitar', 'property': 'instrument', 'subject': 'Aaron_Turner'}]","['Aaron Turner plays the electric guitar with the band Twilight.', 'Aaron Turner played electric guitar with the band Twilight.', 'Aaron Turner played the electric guitar with the Band Twilight.']",Aaron Turner is associated with the band Twilight. He plays the electric guitar.,0.31170906522700675,0.6715425531914894,0.8164660930633545
1588,Film,3,"[{'object': 'John_Mills', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Louis_Levy', 'property': 'musicComposer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Cecil_Parker', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","[""It's Great to be Young is a 1956 film starring John Mills and Cecil Parker. Louis Levy composed the music for the film."", ""It's Great to Be Young includes John Mills and Cecil Parker in its cast, and includes music composed by Louis Levy."", 'John Mills and Cecil Parker had lead and main roles, respectively, in the 1956 film It’s Great to be Young. The music composer for the movie was Louis Levy.']","""It's Great to Be Young (1956 film)"" stars John Mills and Cecil Parker. The music for the film was composed by Louis Levy.",0.4391488816333649,0.7228825033849855,1.325305700302124
1589,Monument,2,"[{'object': 'Adams_County,_Pennsylvania', 'property': 'location', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': '""Pennsylvania""', 'property': 'state', 'subject': '11th_Mississippi_Infantry_Monument'}]","['The 11th Mississippi Infantry Monument stands in Adams County, Pennsylvania.', 'The 11th Mississippi Infantry Monument is located in Adams County in the state of Pennsylvania.', ""The 11th Mississippi Infantry Monument's is located in Adams County, Pennsylvania.""]","The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania. It is situated in the state of Pennsylvania.",0.7214419347925561,0.8984892658362047,1.123708724975586
1590,Film,3,"[{'object': 'Tom_Simon', 'property': 'director', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Tom_Simon', 'property': 'producer', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Jamie_Lawrence', 'property': 'musicComposer', 'subject': 'Death_on_a_Factory_Farm'}]","['Jamie Lawrence composed the music for the movie ""Death on a Factory Farm"", which was produced and directed by Tom Simon.', 'The composer of the music created for “Death on a Factory Farm” was Jamie Lawrence. Tom Simon both produced and directed it.', 'Jamie Lawrence wrote the musical score for the film Death on a Factory Farm, which was directed by Tom Simon.']","Tom Simon is the director and producer of the film ""Death on a Factory Farm"". Jamie Lawrence is the music composer for the film.",0.18331704949485053,0.5959566925361695,1.2383615970611572
1591,University,2,"[{'object': '""India""', 'property': 'country', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Karnataka', 'property': 'state', 'subject': 'Acharya_Institute_of_Technology'}]","['Acharya Institute of Technology is in Karnataka state in India.', 'Acharya Institute of Technology is located in Karnataka, India.', 'The Acharya Institute of Technology can be found in India in the state of Karnataka.']","Acharya Institute of Technology is located in India, specifically in the state of Karnataka.",0.6515132562023376,0.7205058516833988,1.017910718917847
1592,WrittenWork,2,"[{'object': 'George_Allen_&_Unwin', 'property': 'publisher', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': '1954-07-29', 'property': 'releaseDate', 'subject': 'The_Fellowship_of_the_Ring'}]","['George Allen & Unwin published The Fellowship of the Ring on July 29, 1954.', 'The Fellowship of the Ring was published on July 29, 1954 by George Allen & Unwin.', 'The Fellowship of the Ring, published by George Allen & Unwin was released on July 29, 1954.']","""The Fellowship of the Ring"" was published by George Allen & Unwin. It was released on July 29, 1954.",0.5800405294287339,0.8099489795918366,1.3343212604522705
1593,Politician,5,"[{'object': '""Ruth Ribicoff""', 'property': 'spouse', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'John_F._Kennedy', 'property': 'inOfficeWhilePresident', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'American', 'property': 'nationality', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'United_States', 'property': 'deathPlace', 'subject': 'Abraham_A._Ribicoff'}, {'object': '""United States Secretary of Health, Education, and Welfare""', 'property': 'office', 'subject': 'Abraham_A._Ribicoff'}]","['Abraham A. Ribicoff was in office as the United States Secretary of Health, Education, and Welfare at the same time as John F. Kennedy was president. Ribicoff was a US citizen and died in the United States after being married to Ruth Ribicoff during his life.', 'Abraham A. Ribicoff, an American, was in office while John F. Kennedy was president and worked for the United States Secretary of Health, Education, and Welfare office. He was married to Ruth Ribicoff and later died in the United States.', 'Abraham A. Ribicoff, an American, was in office while John F. Kennedy was president and worked as the United States Secretary of Health, Education and Welfare. He was married to Ruth Ribicoff and died in the United States.']","Abraham A. Ribicoff was the spouse of Ruth Ribicoff. He served in office while John F. Kennedy was the President. He was an American and his nationality was American. He died in the United States. He held the office of United States Secretary of Health, Education, and Welfare.",0.39254183120760894,0.6216348059392055,2.3473551273345947
1594,Company,1,"[{'object': '""Vice President""', 'property': 'leaderTitle', 'subject': 'Brazil'}]","[""The leader of Brazil's title is Vice President."", 'Vice President is a leader title in Brazil.', 'Vice President is a Brazilian leadership title.', 'Brazil’s leader has the title of Vice President.']","The leader title of Brazil is ""Vice President"".",0.18277761142725618,0.46499999999999997,0.7201590538024902
1595,WrittenWork,2,"[{'object': 'J._R._R._Tolkien', 'property': 'author', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'The_Silmarillion', 'property': 'notableWork', 'subject': 'J._R._R._Tolkien'}]","['The Silmarillion is a notable piece of work authored by J.R.R. Tolkien, who also wrote The Fellowship of the Ring.', 'J.R.R. Tolkien wrote The Fellowship of the Ring and The Silmarillion.', 'The author of The Fellowship of the Ring J.R.R. Tolkien also has Silmarillion as one of the notable works.']","J.R.R. Tolkien is the author of ""The Fellowship of the Ring"" and his notable work is ""The Silmarillion"".",0.12718683850628137,0.48927263212977495,1.2183315753936768
1596,Film,1,"[{'object': 'Cyril_Frankel', 'property': 'director', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","[""It's Great to Be Young is a 1956 film directed by Cyril Frankel."", ""The director of the movie It's Great to Be Young was Cyril Frankel."", ""The director of the 1956 movie It's Great to Be Young is Cyril Frankel.""]","Cyril Frankel directed the film ""It's Great to Be Young"" in 1956.",0.1433438923240772,0.3962101636520241,1.0186705589294434
1597,MusicalWork,3,"[{'object': 'Imagine_(John_Lennon_song)', 'property': 'followedBy', 'subject': 'Mermaid_(Train_song)'}, {'object': 'California_37_(Train_album)', 'property': 'album', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Imagine_(John_Lennon_album)', 'property': 'album', 'subject': 'Imagine_(John_Lennon_song)'}]","['The Train song Mermaid, from the California 37 album, is followed by the John Lennon song Imagine from the Imagine album.', 'The song Mermaid by Train on Train\'s ""California 37"" album was followed by the release of Imagine by John Lennon performed by Train on the album also named Imagine.', 'The song Mermaid is off the album California 37 by the band Train, followed by Mermaid, and belongs to the album Imagine by John Lennon.']","""Mermaid"" by Train is followed by ""Imagine"" by John Lennon. ""Mermaid"" is included in the album ""California 37"" by Train. ""Imagine"" is included in the album ""Imagine"" by John Lennon.",0.11622111816655838,0.3484038243396532,1.841322660446167
1598,Airport,5,"[{'object': 'ENAIRE', 'property': 'operatingOrganisation', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Alcobendas', 'property': 'location', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Madrid', 'property': 'city', 'subject': 'ENAIRE'}, {'object': '610.0', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Spain', 'property': 'country', 'subject': 'Alcobendas'}]","['The Adolfo Suárez Madrid–Barajas Airport is in Alcobendas, Spain, with an elevation of 610.0 metres above sea level. The Adolfo Suárez Madrid–Barajas Airport is operated by ENAIRE, based in the city of Madrid.', 'Adolfo Suarez Madrid-Barajas Airport in Alcobendas, Spain, is operated by ENAIRE, which is based in Madrid. The airport has an elevation of 610 metres above sea level.', 'ENAIRE, in Madrid, is the operating organisation for Adolfo Suarez Madrid-Barajas airport in Alcobendas, Spain. The airport is 610 metres above sea level.']","Adolfo Suárez Madrid–Barajas Airport is operated by ENAIRE. It is located in Alcobendas, Madrid. The airport has an elevation of 610.0 meters above sea level. Alcobendas is a city in Spain.",0.45384755662703297,0.6565804638372729,1.836207628250122
1599,MeanOfTransportation,2,"[{'object': 'Pontiac', 'property': 'manufacturer', 'subject': 'Pontiac_Rageous'}, {'object': 'Buick', 'property': 'successor', 'subject': 'Pontiac'}]","['The Pontiac Rageous was manufactured by Pontiac, which is a successor of Buick.', 'The Pontiac Rageous is manufactured by Pontiac, which was succeeded by Buick.', 'The Pontiac Rageous is manufactured by Pontiac, which later became Buick.']",The Pontiac Rageous was manufactured by Pontiac. Pontiac was succeeded by Buick.,0.6175637907926896,0.6856995884773662,1.0334057807922363
1600,Film,1,"[{'object': '1944-07-28', 'property': 'releaseDate', 'subject': 'English_Without_Tears'}]","['English Without Tears was released on 1944-07-28.', ""The movie English Without Tears' release date is 07-28-1944."", 'English Without Tears is a film released on 28th July 1944.']","The movie ""English Without Tears"" was released on July 28, 1944.",0.19729406277958836,0.5067567567567568,1.128000259399414
1601,Athlete,2,"[{'object': '""2""', 'property': 'draftRound', 'subject': 'Akeem_Ayers'}, {'object': 'Tennessee_Titans', 'property': 'debutTeam', 'subject': 'Akeem_Ayers'}]","['Debuting with the Tennessee Titans, Akeem Ayers draft round was 2.', 'Akeem Ayers, who made his debut for the Tennessee Titans, was in draft round 2.', 'Akeem Ayers was in draft round 2 and made his debut for the Tennessee Titans.']",Akeem Ayers was drafted in the 2nd round. He made his debut with the Tennessee Titans.,0.24367418533676363,0.6942696075748453,1.0192573070526123
